Id,SalePrice
1188,197976.61819784
2345,231509.15131793
1059,453017.89641565
2751,234880.73866681
128,192171.84085154
1523,148010.50463784
2925,157624.34641257
2145,294184.04968075
1121,220419.59104006
566,305225.69448327
565,258515.07186361
1331,131541.84417074
2928,116876.88498744
156,135314.67551124
797,127341.59616868
327,93930.54937981
2859,155231.76974137
1453,129020.71044429
1762,386635.65622464
1868,201902.95349153
1760,170969.9068005
1113,256223.21840085
1812,177233.78164507
117,165498.26897689
1142,191390.5952342
2342,385643.57144026
927,142255.44481694
2478,185461.76709466
655,90398.33013102
2064,120339.78003219
369,260114.7563871
2239,112308.393588
2732,199392.36883521
1653,164405.72014136
959,207620.94953632
2395,356620.47327667
1412,103247.61154464
271,235489.40051392
1484,140710.31032167
1497,123032.71004811
552,153304.31563326
2,127583.1967554
1855,316022.43266372
4,229545.7319623
2292,144820.23580209
134,132568.07313836
646,119222.15457403
42,332874.06619859
532,221026.32692248
713,79692.94086128
2561,124443.56055175
2360,127203.6540008
1333,116143.37344427
1407,243692.21914036
2892,275517.0675002
574,212492.48587372
1227,158417.61326286
2591,205697.30303204
1476,197823.33139185
1125,243897.73323049
1446,145781.37986892
408,116049.73845855
1101,315997.7653073
2251,165987.57601717
373,188312.02246515
2554,123343.99176948
2382,314662.11219695
1985,95803.45256412
519,214085.23374517
1093,177312.28386205
864,244434.33325087
2889,140237.46829677
2308,186252.71131569
986,142014.40782721
1302,144436.40261625
585,158639.27936672
2708,139875.75545832
147,129202.39156301
1441,207397.38916414
383,173667.65958133
285,141862.37343373
181,118344.9506599
358,169098.38153215
780,185502.5164224
258,190565.30480566
1865,214587.88942934
692,125668.38852944
2902,303125.27308051
508,277254.35671197
2638,139034.18192961
36,141918.20426164
611,164496.70124473
2281,133587.32582274
1678,115750.39543944
1696,499152.38196968
1557,90524.15742471
2180,132101.14124853
1726,250014.3217224
951,134496.7927259
267,220470.09054845
2706,128463.18001855
2221,210425.86073119
1357,166356.58243827
2901,285067.39826587
347,165857.93377519
2164,181868.15707177
1586,289745.70405523
360,156498.95638558
1769,253293.48473658
2617,142808.51219483
1879,141973.88805411
991,205822.39799239
1535,130102.94371894
1191,161256.5566807
1579,203062.39674278
1882,137939.20567437
1510,126792.32644921
2196,149958.96929729
1845,167380.62336596
2336,414152.45023769
942,98604.70171624
861,133531.85493339
2555,111690.50956804
1392,139239.0205875
2099,253158.38416482
1543,124130.31262185
948,230911.91523311
1239,152027.06249252
22,171724.07499241
2796,235778.38437102
2747,163844.8737768
92,323836.3710722
210,180761.47161129
1858,189843.51616793
2228,154425.12420233
447,260166.9432636
827,220330.00420707
1649,191513.06525847
682,132918.69709164
2698,115471.66958212
494,162709.27848558
214,98833.75067521
2441,231892.37848243
2679,116083.61128634
1336,115621.85638286
465,168331.88027642
1524,141609.39573101
2543,119182.92464635
631,132176.0751112
2452,337946.5651001
228,138171.74971772
126,140958.22408328
1092,242051.06812366
1122,203661.17909259
932,205127.39001645
1980,99208.32168876
2171,109234.26766671
551,161605.59828451
2768,184488.0318016
2056,113344.83654225
1159,411390.90548914
2645,120390.00106525
1174,172821.55851314
2266,205993.30493244
2462,383149.3918641
1219,131738.40992226
2922,174648.093644
118,136925.78629939
474,166826.44678243
2576,149068.48010984
872,254626.81587616
1077,251888.32961231
1536,143908.10115056
1150,118122.23023523
2341,331696.29585577
1931,137731.09987739
2785,134966.00036692
2538,120652.85778364
597,206538.10697888
464,219463.44955142
233,223798.37335359
2169,114589.57746217
2123,160308.36147326
1867,165528.73351981
137,242021.50394249
515,215511.74072149
933,123820.0897305
2784,175392.96423485
972,150748.91260829
599,165698.1795308
2614,121677.025361
2582,124888.99885526
1409,161088.75521947
175,97578.44433438
352,262513.26748004
976,93192.20829673
2134,190499.21764741
984,109573.22961957
2396,365053.14330064
1673,127164.72800568
404,122069.03538599
607,148385.15083631
814,135238.06084896
868,192805.651126
2271,196564.2315419
1633,268477.7189273
337,160503.11405017
2765,200091.43652296
1746,211316.38123191
368,371553.77036836
2806,196416.17251672
1662,186102.49645464
1234,185743.80347974
1373,124334.16242556
1672,114451.61284672
1939,115076.74985246
